text,main_emotion,sub_emotion,situation,source
오늘은 같은 반에 따돌림 당하는 친구를 도와주고 싶은데 나도 따돌림 당할까봐 좀 조심스러워. 일단 내일 만나면 반갑게 인사해 봐야겠어. 앞으로 어떻게 될지 몰라 마음이 계속 불안했다.,불안,조심스러운,학교폭력/따돌림,aihub_diary_style_train
"오늘도 집 앞에서 사이렌 소리가 계속 들렸어. 지긋지긋한 소음 공해 때문에 집중도 안 되고 기분이 더러워지더라. 찝찝한 기분이 드는 건 왜 그런지 모르겠지만, 하루 종일 시끄러운 소리 때문에 정말 힘들었어. 조용한 날이 언제 올까 싶어.",화남,"['찝찝한', '지긋지긋한', '기분 더러운']",소음 공해,hf_kor_diary_emotion_train
하루를 정리해보면 직장 동료가 내 험담을 하는 것을 우연히 들었어. 나를 그렇게 생각해왔다고 하는 생각에 배신감이 들었어. 겉으로는 넘겼지만 속으로는 꽤 상처가 됐다.,우울,충격 받은,대인관계,aihub_diary_style_train
믿었던 사람이 나를 가볍게 대하는 것 같아 서운했다. 내 마음은 전혀 고려되지 않은 것 같아서 상처가 됐다. 내 마음을 조금 더 지켜야겠다는 생각이 들었다.,우울,합성,다이어리,synthetic_diary_train
해야 할 일을 정리하고 나니 숨이 조금 놓였다. 큰 문제 없이 하루가 지나가서 안도감이 들었다. 차분하게 마무리할 수 있어서 다행이다.,안정,합성,다이어리,synthetic_project_label_train
오늘은 나한테는 약 한 번 사준 적 없는 친구가 아프다고 돈을 빌려달라고 하니까 화가나. 내가 아플 때도 신경을 써줬으면 흔쾌히 빌려달라고 했을 텐데 염치가 없다는 생각이 들어. 그래도 친구니까 친구랑 얘기를 잘 해봐야겠어. 별일 아닌 척하려 했지만 계속 짜증이 남았다.,화남,구역질 나는,재정,aihub_diary_style_train
오늘 가족관계와 관련해서 이런 생각이 들었다. 다른 집 아빠는 원하는 대로 뭐든 해주는데 우리집 아빠는 안해줘. 졸업식에 입을 옷도 싸구려를 사주셔서 정말 부끄러워. 예상하지 못한 일이라 하루 종일 마음이 어수선했다.,불안,열등감,가족관계,aihub_diary_style_train
좋은 소식을 듣고 하루 종일 웃음이 났다. 내 노력이 인정받은 것 같아 마음이 밝아졌다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
오랜만에 마음이 편안하고 차분했다. 해야 할 일을 정리하고 나니 숨이 조금 놓였다. 차분하게 마무리할 수 있어서 다행이다.,안정,합성,다이어리,synthetic_project_label_train
큰 감정 변화 없이 무난한 하루를 보냈다. 오늘은 특별한 일 없이 평소처럼 시간이 지나갔다. 특별히 기억에 남는 감정은 없었다.,중립,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 수능이 얼마 안 남았는데 엄마가 성적 안 오른다고 잔소리를 해서 힘들어. 어머니 하시는 말씀이 맞는 말이긴 하지만 그래도 들을 때마다 서러워. 일단 산책을 하면서 기분을 풀어보고 싶어. 그 말과 상황이 계속 떠올라 마음이 쓰렸다.,우울,괴로워하는,가족관계,aihub_diary_style_train
하루를 정리해보면 부모님께 왕따라고 말할 수도 없고 혼자 너무 힘들어. 혼내실까봐 무서워서 더 말을 못하겠어. 그렇지만 혼자 너무 힘들어. 정말 도와주실까? 내가 왜 이런 기분을 참아야 하는지 답답했다.,화남,짜증내는,학교폭력/따돌림,aihub_diary_style_train
오늘은 특별한 일 없이 평소처럼 시간이 흘러갔다. 그리고 오늘은 특별한 일 없이 평소처럼 시간이 흘러갔다. 조용하게 지나간 하루였다.,중립,평범한,일상,synthetic_neutral_train
조용히 산책하고 나니 마음이 안정됐다. 오랜만에 마음이 편안하고 차분했다. 차분하게 마무리할 수 있어서 다행이다.,안정,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 속이 안 좋아서 밥을 안 먹는 건데 친구들은 왜 날 비아냥거리는 걸까? 억울해. 마치 날 거짓말쟁이로 모는 거잖아. 난 진짜 속이 안 좋아서 밥을 안 먹는 건데. 친구들이 섭섭한 것일 수도 있으니 일단 식당에서 조금이라도 같이 밥을 먹으면 오해가 풀릴 것 같아. 생각할수록 화가 올라와서 마음이 쉽게 가라앉지 않았다.,화남,짜증내는,학업 및 진로,aihub_diary_style_train
웃으면서 넘겼지만 집에 와서도 계속 생각났다. 내 마음은 전혀 고려되지 않은 것 같아서 상처가 됐다. 괜찮다고 말했지만 사실은 괜찮지 않았다.,우울,합성,다이어리,synthetic_diary_train
해야 할 일을 정리하고 조용히 하루를 마무리했다. 일정을 확인하고 필요한 일만 처리했다. 특별히 기억에 남는 감정은 없었다.,중립,합성,다이어리,synthetic_project_label_train
내 노력이 인정받은 것 같아 마음이 밝아졌다. 좋은 소식을 듣고 하루 종일 웃음이 났다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
좋은 소식을 듣고 하루 종일 웃음이 났다. 오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 남편이랑 나랑 똑같은 당뇨인데 똑같이 음식 먹고 운동하고 하는데 나는 항상 수치가 안 좋아. 음식 먹는 것도 까다롭고 운동도 해야 하고 그런데 나만 그렇게 나오니 하고 싶지 않을 때가 많아. 내가 좀 더 관리해야지. 그러다 보면 수치도 좋아질 거야. 예상하지 못한 일이라 하루 종일 마음이 어수선했다.,불안,열등감,"건강,죽음",aihub_diary_style_train
"오늘 직장,  업무 스트레스와 관련해서 이런 생각이 들었다. 상사가 갑질을 해서 회사 생활에 회의가 느껴져. 업무가 많은 직원이 야근을 하니 사유서를 제출하라 하네. 자기가 야근시킬 때는 이유도 설명하지 않으면서. 받은 대로 돌려주면 될 것 같아. 불필요한 야근을 아예 없애 버리는 거지. 마음 한쪽이 무겁고 쉽게 털어지지 않았다.",우울,환멸을 느끼는,"직장, 업무 스트레스",aihub_diary_style_train
오늘은 검진 결과가 나왔는데 혈관 벽이 많이 좁대서 걱정이야. 이러다 뇌졸중이라도 오면. 진작에 술 좀 줄이고 살 좀 빼려고 했지만 그게 어디 쉬워야지. 그래도 이런 결과를 보니 정신이 번쩍 나. 내일부터 아침 운동이라도 해야겠어. 머릿속이 복잡해서 편하게 쉬기 어려웠다.,불안,당혹스러운,건강,aihub_diary_style_train
참으려고 했지만 결국 답답함과 분노가 계속 남았다. 내 노력을 당연하게 여기는 것 같아 화가 났다. 생각할수록 마음이 거칠어져서 정리가 필요했다.,화남,합성,다이어리,synthetic_diary_train
오늘 대인관계와 관련해서 이런 생각이 들었다. 못난 둘째 아들이 큰 아들과 비교되서 맨날 구박하고 잔소리했어. 둘째가 아빠를 많이 닮았어 그래서 그렇게 밉고 싫더라고 잘난 큰아들은 장가가곤 연락도 없어. 끼고 사는 둘째아들이 주차장에서 밤 늦게 퇴근하고 집에 오면 죄책감이 들어. 순간 어떻게 반응해야 할지 몰라 머리가 하얘졌다.,불안,불안,대인관계,aihub_diary_style_train
오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 친구와 웃으면서 이야기하니 마음이 한결 가벼워졌다. 이런 날이 자주 있었으면 좋겠다.,안정,합성,다이어리,synthetic_diary_train
하루를 정리하면 오늘 비가 와서 우울했어. 근데 우울해서 빵 사고 빵 먹고 남편 얼굴 보니까 기분이 좋고 행복했어.,행복,감정전환,다이어리,synthetic_transition_train
실수할까 봐 계속 긴장되고 마음이 불편했다. 해야 할 일이 많은데 어디서부터 시작해야 할지 막막했다. 일단 할 수 있는 것부터 정리해야겠다.,불안,합성,다이어리,synthetic_diary_train
"출산을 준비하면서 오늘 조경 프로젝트를 마무리했어! 🌳 처음에는 어떻게 시작해야 할지 막막했는데, 점점 나만의 스타일이 생기는 것 같아서 홀가분한 기분이 들어. 만들고 나니 뿌듯하고, 주변 친구들이 감동받았다고 칭찬해줘서 더 만족스러웠어. 앞으로도 이렇게 창작하는 시간을 늘리고 싶어!",행복,"['홀가분한', '만족스러운', '감동받은']",예술 창작,hf_kor_diary_emotion_v2_train
별일 아닌데도 눈물이 날 것처럼 마음이 무거웠다. 괜찮은 척했지만 마음이 계속 가라앉았다. 내일은 조금이라도 나아졌으면 좋겠다.,우울,합성,다이어리,synthetic_diary_train
오랜만에 마음이 편안하고 차분했다. 해야 할 일을 정리하고 나니 숨이 조금 놓였다. 오늘은 이 평온함을 지키고 싶다.,안정,합성,다이어리,synthetic_project_label_train
큰 감정 변화 없이 무난한 하루를 보냈다. 오늘은 특별한 일 없이 평소처럼 시간이 지나갔다. 특별히 기억에 남는 감정은 없었다.,중립,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 이렇게 좋은 운동 시설에서 경로 우대로 운동할 수 있다니 참 행운이야. 덕분에 건강도 챙길 수 있고 너무 좋아. 안마기도 있던데 내일은 운동하고 안마기도 써볼까? 운동으로 뭉친 근육을 풀어주는 것 같아. 그럼 덜 피로하겠지. 작은 일인데도 마음이 많이 가벼워졌다.,안정,감사하는,재정,aihub_diary_style_train
오늘은 갱년기라서 아내와 더 자주 다투는 것 같아. 아내한테 미안한 마음이야. 너무 미안한 마음이 들어. 다투고 나면 너무 우울하기도 하고. 병원에서 상담을 받아보고 싶어. 예상하지 못한 일이라 하루 종일 마음이 어수선했다.,불안,남의 시선을 의식하는,건강,aihub_diary_style_train
일정을 확인하고 필요한 일만 처리했다. 큰 감정 변화 없이 무난한 하루를 보냈다. 그냥 평범한 하루였다고 느꼈다.,중립,합성,다이어리,synthetic_project_label_train
내 노력을 당연하게 여기는 것 같아 화가 났다. 사소한 말 하나에도 짜증이 올라와서 참기 어려웠다. 이 감정을 그냥 넘기기는 어려웠다.,화남,합성,다이어리,synthetic_diary_train
"오늘은 날씨가 정말 청명이어서 기분이 너무 좋았어! ☀️ 하늘이 맑고 파란 게 너무 예쁘더라. 친구랑 공원에 나가서 산책도 하고, 재밌는 얘기도 나누면서 시간을 보냈어. 이런 소중한 순간들이 너무 고마워. 뿌듯한 하루였다! 😊",행복,"['고마운', '재밌는', '뿌듯한']",날씨와 계절,hf_kor_diary_emotion_v2_train
오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 기대하지 않았던 칭찬을 받아서 하루 종일 기분이 좋았다. 이런 날이 자주 있었으면 좋겠다.,설렘,합성,다이어리,synthetic_diary_train
해야 할 일은 많은데 몸과 마음이 따라주지 않았다. 하루 종일 몸이 무겁고 아무것도 하고 싶지 않았다. 오늘은 무리하지 않고 쉬어야겠다.,피로,합성,다이어리,synthetic_project_label_train
"오늘 진로, 취업, 직장와 관련해서 이런 생각이 들었다. 친구들은 다 일자리를 얻고 회사 다니는데 나만 아직 일자리를 못 찾았어. 내가 면접도 잘 못 보고 내성적이어서 그런가 봐. 거울에서 나 자신을 보면서 면접을 연습해 봐야겠어. 생각할수록 화가 올라와서 마음이 쉽게 가라앉지 않았다.",화남,노여워하는,"진로,취업,직장",aihub_diary_style_train
하루를 정리하면 처음에는 괜찮다고 생각했지만 밤이 되니 후회와 슬픔이 밀려왔다.,우울,감정전환,다이어리,synthetic_transition_train
오늘 있었던 일을 떠올리면 내가 싫어하는 애가 있는데 걔가 나보다 수행평가 점수를 잘 받아서 짜증나. 응. 그래서 한참 동안 걔를 노려봤는데도 분이 안 풀려. 나가서 산책이나 하려고. 별일 아닌 척하려 했지만 계속 짜증이 남았다.,화남,악의적인,학업 및 진로,aihub_diary_style_train
내 노력이 인정받은 것 같아 마음이 밝아졌다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
오늘 가족관계와 관련해서 이런 생각이 들었다. 나는 부모님이 이혼하셔서 엄마랑 사는데 애들이 놀리길래 엄마한테 화냈어. 엄마에게 너무 미안해. 엄마가 좋은 부모 밑에서 자랄 수 없게 해서 미안하다고 펑펑 울었어. 엄마의 상처를 건드려버렸어. 내가 한 말에 많이 후회하고 있으니까 엄마한테 미안하다고 진심으로 사과할래. 그 말과 상황이 계속 떠올라 마음이 쓰렸다.,우울,괴로워하는,가족관계,aihub_diary_style_train
앞으로 일이 어떻게 될지 몰라 계속 걱정됐다. 별문제 없을 거라고 생각하려 해도 마음이 초조했다. 일단 할 수 있는 것부터 정리해야겠다.,불안,합성,다이어리,synthetic_diary_train
갑작스러운 질문을 받고 뭐라고 해야 할지 몰랐다. 상황이 너무 빠르게 바뀌어서 정신이 없었다. 다음에는 조금 더 침착하게 대응하고 싶다.,불안,합성,다이어리,synthetic_diary_train
조용히 산책하고 나니 마음이 안정됐다. 차분하게 마무리할 수 있어서 다행이다.,안정,합성,다이어리,synthetic_project_label_train
작은 성취였지만 스스로가 자랑스러웠다. 좋은 소식을 듣고 하루 종일 웃음이 났다. 이런 날이 자주 있었으면 좋겠다.,행복,합성,다이어리,synthetic_project_label_train
오늘은 아빠랑 너무 많이 싸워. 맨날 내가 안 한 것에 대해 했다고 하는 게 너무 억울해. 처음에는 막 따지다가 결국 말이 안 통해서 나는 방으로 들어가. 아빠랑 언성 높이지 않고 대화를 한번 시도해봐야겠어. 서로 소리만 높이니까 해결이 안 되는 것 같아. 그 말과 상황이 계속 떠올라 마음이 쓰렸다.,우울,억울한,가족관계,aihub_diary_style_train
잠을 자도 피곤이 풀리지 않아 무기력했다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
"아침에는 조금 우울했지만, 근데 오후에는 별일 없이 평범하게 지나갔다.",중립,감정전환,다이어리,synthetic_transition_train
작은 성취였지만 스스로가 꽤 자랑스러웠다. 기대하지 않았던 칭찬을 받아서 하루 종일 기분이 좋았다. 오늘의 기분을 오래 기억하고 싶다.,설렘,합성,다이어리,synthetic_diary_train
오늘 학교폭력/따돌림와 관련해서 이런 생각이 들었다. 어제 저녁에 가족들이 내게 따돌림 당하고 있냐고 물어봐서 당혹스러웠어. 따돌림 당하고 있긴 한데 부모님께 걱정 끼치기 싫어서 말 안하고 있었어. 지금 솔직히 말씀드려서 부모님 걱정도 안 시키고 따돌림도 해결되었으면 해. 괜찮을 거라고 생각하려 해도 걱정이 쉽게 사라지지 않았다.,불안,당혹스러운,학교폭력/따돌림,aihub_diary_style_train
오늘은 학원 선생님이 정말 든든해. 이번에도 시키는 대로만 했더니 테스트를 다 맞았어. 금번에 여행을 가는데 가서 선물을 사드려야겠어. 그리고 편지도 줘야지. 오늘을 떠올리면 웃음이 먼저 난다.,안정,신뢰하는,학업 및 진로,aihub_diary_style_train
해야 할 일을 정리하고 나니 숨이 조금 놓였다. 큰 문제 없이 하루가 지나가서 안도감이 들었다. 차분하게 마무리할 수 있어서 다행이다.,안정,합성,다이어리,synthetic_project_label_train
오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 내 노력이 인정받은 것 같아 마음이 밝아졌다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
대수롭지 않은 척했지만 그 말이 계속 마음에 남았다. 웃으면서 넘겼지만 집에 와서도 계속 생각났다. 괜찮다고 말했지만 사실은 괜찮지 않았다.,우울,합성,다이어리,synthetic_diary_train
상대의 태도가 너무 무례해서 하루 종일 신경질이 났다. 참으려고 했지만 결국 답답함과 분노가 계속 남았다. 생각할수록 마음이 거칠어져서 정리가 필요했다.,화남,합성,다이어리,synthetic_diary_train
하루를 정리해보면 진수가 알려 준 문제가 시험에 나왔어. 모르고 지나갈뻔 했는데 그것을 알려준 진수가 진짜 고마워. 수학은 내가 자신 있는 교과야. 진수가 모르는게 있다면 알려주고 싶어! 오늘을 떠올리면 웃음이 먼저 난다.,행복,감사하는,학업 및 진로,aihub_diary_style_train
"배 속 아기를 떠올리니 오늘 예전에 자주 가던 카페에 재방문했어. 그곳의 바리스타가 나를 기억해주고 반가워해줬을 때 정말 기뻤어! 😊 커피 한 잔과 함께 나눈 이야기들이 너무 즐거웠고, 오랜만에 그곳의 분위기를 다시 느낄 수 있어 감동받았어. 이렇게 소중한 기억이 있는 장소가 있다는 게 참 행복한 것 같아.",행복,"['즐거운', '기쁜', '감동받은']",인정,hf_kor_diary_emotion_train
작은 성취였지만 스스로가 자랑스러웠다. 이런 날이 자주 있었으면 좋겠다.,행복,합성,다이어리,synthetic_project_label_train
해야 할 일을 정리하고 조용히 하루를 마무리했다. 그냥 평범한 하루였다고 느꼈다.,중립,합성,다이어리,synthetic_project_label_train
"하루를 정리하면 처음엔 참을 만했는데, 근데 같은 말을 또 들으니 결국 화가 났다.",화남,감정전환,다이어리,synthetic_transition_train
오늘 있었던 일을 떠올리면 결혼한 친구의 남편이 너무 잘생겨서 화가 나. 그 친구는 나보다 잘난 게 없는데 왜 그 남자는 친구를 좋아하는지 모르겠어. 나도 그런 남자 만나고 싶은데. 지금 남자친구는 너무 못생겼어. 나만 소중하게 여겨지지 않는 것 같아 마음이 아팠다.,우울,질투하는,"연애,결혼,출산",aihub_diary_style_train
계속되는 일 때문에 지치고 에너지가 바닥난 느낌이었다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 사춘기가 되니 하루 종일 비통한 기분만 들어. 사춘기를 이겨낼 방법을 가족들과 상의 해보려고 해. 진지하게 내게 악의적인 감정이 있는지 물어볼 거야. 별일 아닌 척하려 했지만 계속 짜증이 남았다.,화남,악의적인,건강,aihub_diary_style_train
오늘은 특별한 일 없이 평소처럼 시간이 지나갔다. 해야 할 일을 정리하고 조용히 하루를 마무리했다. 그냥 평범한 하루였다고 느꼈다.,중립,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 아들이 취업해서 다행이야. 맞아. 목표한 기업에 들어가서 다행이야! 작은 일인데도 마음이 많이 가벼워졌다.,설렘,안도,"대인관계(부부, 자녀)",aihub_diary_style_train
내 노력이 인정받은 것 같아 마음이 밝아졌다. 오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 이런 날이 자주 있었으면 좋겠다.,행복,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 오전에는 차분했는데 결과를 기다리다 보니 점점 초조해졌다.,불안,감정전환,다이어리,synthetic_transition_train
오늘은 결혼한 지 오 년이 다 됐는데 아직 아기가 없어서 걱정이야. 응. 남편도 나도 얼른 아기를 갖고 싶어. 건강관리를 조금 더 열심히 해봐야지. 괜찮을 거라고 생각하려 해도 걱정이 쉽게 사라지지 않았다.,불안,걱정스러운,"연애,결혼,출산",aihub_diary_style_train
"오늘은 내가 좋아하는 사람의 프로필을 구경했어. 사진도 귀엽고, 글도 재밌어서 몽글몽글한 기분이 들더라구. 가끔씩 그 사람이 나를 어떻게 생각할지 긴장되기도 하고, 그냥 지나칠까 안달나기도 해. 이런 감정들이 더 커질수록 내 마음이 두근거려. 앞으로 어떻게 발전할지 기대돼!",설렘,"['몽글몽글한', '긴장되는', '안달나는']",썸/관계발전,hf_kor_diary_emotion_train
계속되는 일 때문에 지치고 에너지가 바닥난 느낌이었다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
조용히 산책하고 나니 마음이 안정됐다. 오랜만에 마음이 편안하고 차분했다. 오늘은 이 평온함을 지키고 싶다.,안정,합성,다이어리,synthetic_project_label_train
하루 종일 몸이 무겁고 아무것도 하고 싶지 않았다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
오늘 건강와 관련해서 이런 생각이 들었다. 고혈압과 당뇨로 사소한 일에도 건강을 염두 하는 것이 지겨워. 음식을 맘대로 못먹는게 너무 힘드네. 먹고 싶은 것을 맘껏 먹어보는 것이 소원이야. 약을 잘 챙겨먹어서 빨리 두 고질병에서 탈출해서 음식을 자유롭게 먹을래. 오늘은 유난히 혼자라는 생각이 많이 들었다.,피로,염세적인,건강,aihub_diary_style_train
오늘은 우리 동아리가 우수 동아리로 백만 원을 받게 되어서 너무 기뻐. 이렇게 그동안의 노고를 보상받은 것 같아 너무 기뻐 다음에도 받았으면 좋겠어. 지금처럼 동아리 활동을 열심히 하면 또 이런 기회가 생길 거라고 믿어. 오늘을 떠올리면 웃음이 먼저 난다.,설렘,흥분,대인관계,aihub_diary_style_train
아침에 일어나 간단히 밥을 먹고 하루를 시작했다. 이후에는 날씨를 확인하고 내일 일정을 머릿속으로 정리했다. 특별히 기억에 남는 감정은 없지만 나쁘지 않았다.,중립,평범한,일상,synthetic_neutral_train
"임신하고 나서 오늘 드디어 악기를 구입했어! 🎸 처음엔 뭐를 살까 고민했는데, 결국 마음에 드는 기타를 발견했지. 몽글몽글한 기분으로 집에 오는 길에 자꾸 소리가 궁금해졌어. 이제 연습할 생각에 텐션이 높아져서 하루 종일 미소가 끊이질 않네! 얼른 좋아하는 곡들을 연주해보고 싶어~",설렘,"['몽글몽글한', '궁금한', '텐션 높은']",음악,hf_kor_diary_emotion_v2_train
해야 할 일을 정리하고 조용히 하루를 마무리했다. 일정을 확인하고 필요한 일만 처리했다. 특별히 기억에 남는 감정은 없었다.,중립,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 당뇨가 심해졌어. 병간호하는 자식들 보는 게 너무 괴로워. 미리미리 병원을 가지 못한 내 탓이지. 벌 받는 거 같아. 아무래도 자식들에게 얘기해서 요양원에 보내 달라고 해야겠어. 괜히 신경 쓰이고 민망한 기분이 남았다.,불안,고립된,"건강,죽음",aihub_diary_style_train
내 노력이 인정받은 것 같아 마음이 밝아졌다. 오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 이런 날이 자주 있었으면 좋겠다.,행복,합성,다이어리,synthetic_project_label_train
오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 기대하지 않았던 칭찬을 받아서 하루 종일 기분이 좋았다. 오늘의 기분을 오래 기억하고 싶다.,설렘,합성,다이어리,synthetic_diary_train
일정을 확인하고 필요한 일만 처리했다. 특별히 기억에 남는 감정은 없었다.,중립,합성,다이어리,synthetic_project_label_train
"오늘은 정말 평범한 하루였어. 아침에 일어나서 간단하게 아침 먹고, 직장에 갔다. 일이 별로 없어서 만족스럽기도 하고, 하지만 피곤하게 느껴지긴 했어. 퇴근 후에는 편안하게 TV 보면서 저녁을 먹었고, 이렇게 평범한 일상이 나름 소중하게 느껴졌어.",중립,"['만족스러운', '피곤한', '편안한']",그저 그런,hf_kor_diary_emotion_train
오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 내 노력이 인정받은 것 같아 마음이 밝아졌다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
오늘 친구가 나에게 좋은 소식을 전해줬어! 같이 하기로 한 프로젝트가 성공적으로 마무리됐다고 하더라고. 이렇게 고마운 소식을 듣게 되니 정말 행복하고 만족스러워. 앞으로도 서로 소통하면서 좋은 결과를 나눌 수 있으면 좋겠어. 😊,행복,"['고마운', '만족스러운', '행복한']",소통과 공유,hf_kor_diary_emotion_train
오늘 학교폭력/따돌림와 관련해서 이런 생각이 들었다. 금일 나의 여자친구가 내 친구와 인사해서 샘이 났어. 그래서 친구를 때렸어. 생각해보니 내가 미안해. 시기가 없어졌으면 좋겠어. 여자친구를 신뢰할래. 그 말과 상황이 계속 떠올라 마음이 쓰렸다.,우울,질투하는,학교폭력/따돌림,aihub_diary_style_train
날씨를 확인하고 내일 일정을 머릿속으로 정리했다. 그리고 퇴근 후에 잠시 산책하고 집으로 돌아왔다. 마음은 대체로 차분했고 큰 감정 변화는 없었다.,중립,평범한,일상,synthetic_neutral_train
오늘 대인관계와 관련해서 이런 생각이 들었다. 직장 다니기 힘들어. 직장 동료들과 잘 어울리지 못하는 내가 한심해. 응. 좋은 방법이 없을까? 내 성격이 소심해서 어떤 노력도 아직 못하고 있어. 괜히 신경 쓰이고 민망한 기분이 남았다.,불안,한심한,대인관계,aihub_diary_style_train
하루를 정리해보면 친구와 오늘 절교했어. 성격이 서로 안 맞아. 나도 마음 맞는 친구를 만나고 싶어. 내가 왜 이런 기분을 참아야 하는지 답답했다.,화남,좌절한,대인관계,aihub_diary_style_train
"하루를 정리하면 오늘은 조금 피곤했지만, 근데 내일 여행 생각을 하니까 설레기 시작했다.",설렘,감정전환,다이어리,synthetic_transition_train
"오늘은 마을 이장이 아파서 삼 주째 회관에 나오지 않고 있지만 다음 주면 건강한 모습으로 나타날 거야. 당연하지. 걱정이 되긴 하지만 마을이장은 강한 사람이니까 이겨내고 다음 주에 웃으면서 나타나겠지. 마을 이장의 집에 찾아가서 안부를 전할래. 덕분에 하루가 밝게 느껴졌고, 이 기분을 오래 기억하고 싶다.",행복,자신하는,대인관계,aihub_diary_style_train
오늘은 특별한 일 없이 평소처럼 시간이 지나갔다. 큰 감정 변화 없이 무난한 하루를 보냈다. 특별히 기억에 남는 감정은 없었다.,중립,합성,다이어리,synthetic_project_label_train
"아침에는 조금 우울했지만, 근데 오후에는 별일 없이 평범하게 지나갔다.",중립,감정전환,다이어리,synthetic_transition_train
오늘 재정와 관련해서 이런 생각이 들었다. 아내가 나를 떠났어. 내 병간호와 병원비가 부담이 되었나 봐. 비참하다. 내가 너무 힘들게 했나 봐. 나는 이제 완전히 혼자라서 너무 슬퍼. 글쎄. 아내에게 전화해서 내가 너무 미안했다고 속마음을 털어놔봐야겠어. 나만 소중하게 여겨지지 않는 것 같아 마음이 아팠다.,우울,버려진,재정,aihub_diary_style_train
큰 문제 없이 하루가 지나가서 안도감이 들었다. 해야 할 일을 정리하고 나니 숨이 조금 놓였다. 오늘은 이 평온함을 지키고 싶다.,안정,합성,다이어리,synthetic_project_label_train
하루를 정리하면 기분이 조금 오락가락했지만 결국 큰 감정 변화 없이 지나갔다.,중립,감정전환,다이어리,synthetic_transition_train
오늘 있었던 일을 떠올리면 몸도 안 좋은데 경비 일을 하는 것이 힘들어. 사업으로 가세가 기울어 내가 이렇게 되니 가족들한테 죄책감이 드네. 내가 이 나이에 언제까지 이렇게 일할 수 있을지 모르겠어. 그렇다고 가족을 생각하면 쉴 수도 없어. 예상하지 못한 일이라 하루 종일 마음이 어수선했다.,불안,외로운,"건강,죽음",aihub_diary_style_train
오늘 있었던 일을 떠올리면 친구랑 싸운 거로 나도 모르게 부모님께 화풀이를 내고 말았어. 친구한테도 왜 화를 낸 걸까? 너무 다혈질인 나 자신에게 화가 나. 혼자서 아무것도 하지 않아서 상황이 악화됐어. 난 너무 못난 거 같아. 괜히 신경 쓰이고 민망한 기분이 남았다.,불안,열등감,가족관계,aihub_diary_style_train
괜찮은 척했지만 마음이 계속 가라앉았다. 내가 너무 부족하고 한심하게 느껴져서 속상했다. 오늘은 그냥 버티는 것만으로도 힘들었다.,우울,합성,다이어리,synthetic_diary_train
오늘 있었던 일을 떠올리면 내 친구랑 내 여자친구랑 바람이 났어. 다른 사람도 아니고 어떻게 내 친구랑 그럴 수 있는지 여자친구한테 너무 화가 나. 여자친구한테 헤어지자고 하려고. 생각할수록 화가 올라와서 마음이 쉽게 가라앉지 않았다.,화남,노여워하는,대인관계,aihub_diary_style_train
오늘 있었던 일을 떠올리면 옆집 할아버지가 입원을 했는데 마침 우리 집 농기계가 고장이 났어. 말도 없이 빌려 썼는데 죄책감이 들어. 약간 농기계에 흠이 난 것도 같아. 할아버지가 퇴원하시면 사실대로 말씀을 드리고 비용을 조금 지불할까 해. 예상하지 못한 일이라 하루 종일 마음이 어수선했다.,불안,죄책감의,대인관계,aihub_diary_style_train
별일 아닌데도 눈물이 날 것처럼 마음이 무거웠다. 내일은 조금이라도 나아졌으면 좋겠다.,우울,합성,다이어리,synthetic_diary_train
내일 만날 생각을 하니 괜히 설레고 기분이 들떴다. 좋은 변화가 생길 것 같아서 하루 종일 마음이 들떴다. 좋은 방향으로 이어졌으면 좋겠다.,설렘,합성,다이어리,synthetic_project_label_train
